model_name,run_id,data_name,task_name,metric_name,function_name,result_value,result_cr,result_type
deepseek-coder-1.3b-instruct,6,human_16,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,4,human_16,Pattern recognition,Clustering Quality (Silhouette Score),Silhouette Score,Error,0,single task
deepseek-coder-1.3b-instruct,4,human_16,Data visualization,Visualization Accuracy (Visual Similarity),Visualization Quality,Error,0,single task
deepseek-coder-1.3b-instruct,4,human_16,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,5,human_11,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,5,human_11,Data exploration and statistics understand,Summary Statistics Accuracy,Data Accuracy,Error,0,single task
deepseek-coder-1.3b-instruct,5,human_11,Data visualization,Visualization Completeness,Visualization Completeness,False,1,single task (bool)
deepseek-coder-1.3b-instruct,5,human_11,Data visualization,Correlation Coefficient,Visualization Quality,Error,0,single task
deepseek-coder-1.3b-instruct,5,human_11,Completion Rate,CR,CR,0.125,0.125,Completion Rate
deepseek-coder-1.3b-instruct,9,csv_excel_1,Data cleaning and preprocessing,Filter Efficiency,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,9,csv_excel_1,Data exploration and statistics understand,Descriptive Statistics Verification,Data Consistency,Error,0,single task
deepseek-coder-1.3b-instruct,9,csv_excel_1,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,0,csv_excel_1,Data cleaning and preprocessing,Filter Efficiency,Data Quality Score,False,1,single task (bool)
deepseek-coder-1.3b-instruct,0,csv_excel_1,Data exploration and statistics understand,Descriptive Statistics Verification,Data Consistency,False,1,single task (bool)
deepseek-coder-1.3b-instruct,0,csv_excel_1,Completion Rate,CR,CR,0.5,0.5,Completion Rate
deepseek-coder-1.3b-instruct,6,csv_excel_1,Data cleaning and preprocessing,Filter Efficiency,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,6,csv_excel_1,Data exploration and statistics understand,Descriptive Statistics Verification,Data Consistency,Error,0,single task
deepseek-coder-1.3b-instruct,6,csv_excel_1,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,7,csv_excel_1,Data cleaning and preprocessing,Filter Efficiency,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,7,csv_excel_1,Data exploration and statistics understand,Descriptive Statistics Verification,Data Consistency,Error,0,single task
deepseek-coder-1.3b-instruct,7,csv_excel_1,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,1,csv_excel_1,Data cleaning and preprocessing,Filter Efficiency,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,1,csv_excel_1,Data exploration and statistics understand,Descriptive Statistics Verification,Data Consistency,Error,0,single task
deepseek-coder-1.3b-instruct,1,csv_excel_1,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,8,csv_excel_33,Data mining,Silhouette Score for Clustering,Silhouette Score,Error,0,single task
deepseek-coder-1.3b-instruct,8,csv_excel_33,Data cleaning and preprocessing,Keep Column Accuracy,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,8,csv_excel_33,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,6,csv_excel_33,Data mining,Silhouette Score for Clustering,Silhouette Score,Error,0,single task
deepseek-coder-1.3b-instruct,6,csv_excel_33,Data cleaning and preprocessing,Keep Column Accuracy,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,6,csv_excel_33,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,3,csv_excel_33,Data mining,Silhouette Score for Clustering,Silhouette Score,Error,0,single task
deepseek-coder-1.3b-instruct,3,csv_excel_33,Data cleaning and preprocessing,Keep Column Accuracy,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,3,csv_excel_33,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,4,csv_excel_33,Data mining,Silhouette Score for Clustering,Silhouette Score,Error,0,single task
deepseek-coder-1.3b-instruct,4,csv_excel_33,Data cleaning and preprocessing,Keep Column Accuracy,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,4,csv_excel_33,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,6,human_17,Data cleaning and preprocessing,Dataset Completeness,Data Completeness,Error,0,single task
deepseek-coder-1.3b-instruct,6,human_17,Data mining,Association Rule Count,Association Rule Count,Error,0,single task
deepseek-coder-1.3b-instruct,6,human_17,Pattern recognition,Rule Analysis Completeness,Completeness,Error,0,single task
deepseek-coder-1.3b-instruct,6,human_17,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,0,human_20,Data cleaning and preprocessing,Completeness of CustomerID Filling,Data Completeness,True,2,single task (bool)
deepseek-coder-1.3b-instruct,0,human_20,Data cleaning and preprocessing,Percentage of Outlier Removal,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,0,human_20,Data cleaning and preprocessing,Min-Max Normalization Check,Normalization Range Check,True,2,single task (bool)
deepseek-coder-1.3b-instruct,0,human_20,Data cleaning and preprocessing,TransactionDate Format Verification,Data Quality Score,True,2,single task (bool)
deepseek-coder-1.3b-instruct,0,human_20,Data cleaning and preprocessing,One-hot Encoding Completeness,Data Quality Score,True,2,single task (bool)
deepseek-coder-1.3b-instruct,0,human_20,Completion Rate,CR,CR,0.8,0.8,Completion Rate
deepseek-coder-1.3b-instruct,0,human_23,Data cleaning and preprocessing,Mean Absolute Error for Missing Values Handling,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,0,human_23,Data cleaning and preprocessing,Percentage of Data Within Bounds for Outliers Handling,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,0,human_23,Data cleaning and preprocessing,Minimum and Maximum Feature Values Normalization,Normalization Range Check,Error,0,single task
deepseek-coder-1.3b-instruct,0,human_23,Data cleaning and preprocessing,Date Column Format Verification,Data Quality Score,True,2,single task (bool)
deepseek-coder-1.3b-instruct,0,human_23,Data cleaning and preprocessing,One-Hot Encoding Consistency Check,Data Quality Score,True,2,single task (bool)
deepseek-coder-1.3b-instruct,0,human_23,Completion Rate,CR,CR,0.4,0.4,Completion Rate
deepseek-coder-1.3b-instruct,8,human_23,Data cleaning and preprocessing,Mean Absolute Error for Missing Values Handling,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,8,human_23,Data cleaning and preprocessing,Percentage of Data Within Bounds for Outliers Handling,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,8,human_23,Data cleaning and preprocessing,Minimum and Maximum Feature Values Normalization,Normalization Range Check,Error,0,single task
deepseek-coder-1.3b-instruct,8,human_23,Data cleaning and preprocessing,Date Column Format Verification,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,8,human_23,Data cleaning and preprocessing,One-Hot Encoding Consistency Check,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,8,human_23,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,7,human_23,Data cleaning and preprocessing,Mean Absolute Error for Missing Values Handling,Data Quality Score,True,2,single task (bool)
deepseek-coder-1.3b-instruct,7,human_23,Data cleaning and preprocessing,Percentage of Data Within Bounds for Outliers Handling,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,7,human_23,Data cleaning and preprocessing,Minimum and Maximum Feature Values Normalization,Normalization Range Check,Error,0,single task
deepseek-coder-1.3b-instruct,7,human_23,Data cleaning and preprocessing,Date Column Format Verification,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,7,human_23,Data cleaning and preprocessing,One-Hot Encoding Consistency Check,Data Quality Score,True,2,single task (bool)
deepseek-coder-1.3b-instruct,7,human_23,Completion Rate,CR,CR,0.4,0.4,Completion Rate
deepseek-coder-1.3b-instruct,4,csv_excel_4,Data cleaning and preprocessing,Outlier Detection Rate,Data Quality Score,True,2,single task (bool)
deepseek-coder-1.3b-instruct,4,csv_excel_4,Data exploration and statistics understand,Mean Squared Error (MSE) for Outlier Replacements,Data Accuracy,Error,0,single task
deepseek-coder-1.3b-instruct,4,csv_excel_4,Data visualization,Plot Clarity Score (using the difference in means of original vs. smoothed),Visualization Quality,Error,0,single task
deepseek-coder-1.3b-instruct,4,csv_excel_4,Completion Rate,CR,CR,0.3333333333333333,0.3333333333333333,Completion Rate
deepseek-coder-1.3b-instruct,0,human_24,Data cleaning and preprocessing,Encoding Consistency Check,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,0,human_24,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,7,human_24,Data cleaning and preprocessing,Encoding Consistency Check,Data Quality Score,True,2,single task (bool)
deepseek-coder-1.3b-instruct,7,human_24,Completion Rate,CR,CR,1.0,1.0,Completion Rate
deepseek-coder-1.3b-instruct,2,human_131,Data visualization,Histogram Coverage Ratio,Visualization Completeness,Error,0,single task
deepseek-coder-1.3b-instruct,2,human_131,Data visualization,Bar Plot Completeness Score,Visualization Quality,Error,0,single task
deepseek-coder-1.3b-instruct,2,human_131,Data visualization,Correlation Coefficient,Visualization Quality,Error,0,single task
deepseek-coder-1.3b-instruct,2,human_131,Data visualization,Pairplot Clustering Coefficient,Visualization Quality,Error,0,single task
deepseek-coder-1.3b-instruct,2,human_131,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,4,human_141,Data visualization,Histogram Coverage Ratio,Visualization Completeness,Error,0,single task
deepseek-coder-1.3b-instruct,4,human_141,Data visualization,Bar Plot Completeness Score,Visualization Quality,Error,0,single task
deepseek-coder-1.3b-instruct,4,human_141,Data visualization,Data visualization,Visualization Quality,Error,0,single task
deepseek-coder-1.3b-instruct,4,human_141,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,5,human_7,Data visualization,Visualization Completeness,Visualization Completeness,False,1,single task (bool)
deepseek-coder-1.3b-instruct,5,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,Error,0,single task
deepseek-coder-1.3b-instruct,5,human_7,Interpretability and report generation,Report Completeness,Report Completeness,False,1,single task (bool)
deepseek-coder-1.3b-instruct,5,human_7,Completion Rate,CR,CR,0.3333333333333333,0.3333333333333333,Completion Rate
deepseek-coder-1.3b-instruct,9,human_21,Data cleaning and preprocessing,Missing Value Imputation Accuracy,Data Completeness,Error,0,single task
deepseek-coder-1.3b-instruct,9,human_21,Data cleaning and preprocessing,Outlier Replacement Consistency,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,9,human_21,Data cleaning and preprocessing,Z-Score Normalization Check,Normalization Range Check,False,1,single task (bool)
deepseek-coder-1.3b-instruct,9,human_21,Data cleaning and preprocessing,Encoding Accuracy for Diagnosis,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,9,human_21,Completion Rate,CR,CR,0.125,0.125,Completion Rate
deepseek-coder-1.3b-instruct,8,human_21,Data cleaning and preprocessing,Missing Value Imputation Accuracy,Data Completeness,Error,0,single task
deepseek-coder-1.3b-instruct,8,human_21,Data cleaning and preprocessing,Outlier Replacement Consistency,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,8,human_21,Data cleaning and preprocessing,Z-Score Normalization Check,Normalization Range Check,Error,0,single task
deepseek-coder-1.3b-instruct,8,human_21,Data cleaning and preprocessing,Encoding Accuracy for Diagnosis,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,8,human_21,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,4,human_21,Data cleaning and preprocessing,Missing Value Imputation Accuracy,Data Completeness,True,2,single task (bool)
deepseek-coder-1.3b-instruct,4,human_21,Data cleaning and preprocessing,Outlier Replacement Consistency,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,4,human_21,Data cleaning and preprocessing,Z-Score Normalization Check,Normalization Range Check,False,1,single task (bool)
deepseek-coder-1.3b-instruct,4,human_21,Data cleaning and preprocessing,Encoding Accuracy for Diagnosis,Data Quality Score,True,2,single task (bool)
deepseek-coder-1.3b-instruct,4,human_21,Completion Rate,CR,CR,0.625,0.625,Completion Rate
deepseek-coder-1.3b-instruct,6,human_2,Data cleaning and preprocessing,Data Cleaning Completeness,Data Cleaning Completeness,Error,0,single task
deepseek-coder-1.3b-instruct,6,human_2,Predictive modeling,Model Performance (R-squared),R-squared Value,Error,0,single task
deepseek-coder-1.3b-instruct,6,human_2,Predictive modeling,Expenditure Accuracy,Model Accuracy,Error,0,single task
deepseek-coder-1.3b-instruct,6,human_2,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,2,human_2,Data cleaning and preprocessing,Data Cleaning Completeness,Data Cleaning Completeness,Error,0,single task
deepseek-coder-1.3b-instruct,2,human_2,Predictive modeling,Model Performance (R-squared),R-squared Value,Error,0,single task
deepseek-coder-1.3b-instruct,2,human_2,Predictive modeling,Expenditure Accuracy,Model Accuracy,Error,0,single task
deepseek-coder-1.3b-instruct,2,human_2,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,4,human_2,Data cleaning and preprocessing,Data Cleaning Completeness,Data Cleaning Completeness,Error,0,single task
deepseek-coder-1.3b-instruct,4,human_2,Predictive modeling,Model Performance (R-squared),R-squared Value,Error,0,single task
deepseek-coder-1.3b-instruct,4,human_2,Predictive modeling,Expenditure Accuracy,Model Accuracy,Error,0,single task
deepseek-coder-1.3b-instruct,4,human_2,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,8,human_19,Data visualization,Visual Quality Assessment,Visualization Quality,3,2,single task (int)
deepseek-coder-1.3b-instruct,8,human_19,Completion Rate,CR,CR,1.0,1.0,Completion Rate
deepseek-coder-1.3b-instruct,5,human_19,Data visualization,Visual Quality Assessment,Visualization Quality,3,2,single task (int)
deepseek-coder-1.3b-instruct,5,human_19,Completion Rate,CR,CR,1.0,1.0,Completion Rate
deepseek-coder-1.3b-instruct,7,human_19,Data visualization,Visual Quality Assessment,Visualization Quality,4,2,single task (int)
deepseek-coder-1.3b-instruct,7,human_19,Completion Rate,CR,CR,1.0,1.0,Completion Rate
deepseek-coder-1.3b-instruct,3,csv_excel_34,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,3,csv_excel_34,Data visualization,Lorenz Curve Visual Inspection,Visualization Quality,Error,0,single task
deepseek-coder-1.3b-instruct,3,csv_excel_34,Data exploration and statistics understand,Gini Coefficient Calculation,Data Uniformity,Error,0,single task
deepseek-coder-1.3b-instruct,3,csv_excel_34,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,1,csv_excel_34,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,Error,0,single task
deepseek-coder-1.3b-instruct,1,csv_excel_34,Data visualization,Lorenz Curve Visual Inspection,Visualization Quality,Error,0,single task
deepseek-coder-1.3b-instruct,1,csv_excel_34,Data exploration and statistics understand,Gini Coefficient Calculation,Data Uniformity,Error,0,single task
deepseek-coder-1.3b-instruct,1,csv_excel_34,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,3,csv_excel_37,Predictive modeling,Mean Absolute Error (MAE),Mean Absolute Error,Error,0,single task
deepseek-coder-1.3b-instruct,3,csv_excel_37,Interpretability and report generation,R-squared Score,Result Quality,Error,0,single task
deepseek-coder-1.3b-instruct,3,csv_excel_37,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,6,dl_16,Predictive modeling,Clustering Result Consistency,Clustering Validity,Error,0,single task
deepseek-coder-1.3b-instruct,6,dl_16,Data visualization,Visualization Quality (Visual Comparison Metrics),Visualization Quality,Error,0,single task
deepseek-coder-1.3b-instruct,6,dl_16,Completion Rate,CR,CR,0.0,0.0,Completion Rate
deepseek-coder-1.3b-instruct,7,csv_excel_9,Predictive modeling,Strong Stock Identification Accuracy,Model Accuracy,Error,0,single task
deepseek-coder-1.3b-instruct,7,csv_excel_9,Data exploration and statistics understand,Industry Count Consistency,Data Consistency,True,2,single task (bool)
deepseek-coder-1.3b-instruct,7,csv_excel_9,Completion Rate,CR,CR,0.5,0.5,Completion Rate
