model_name,run_id,data_name,task_name,metric_name,function_name,result_value,result_cr,result_type
Meta-Llama-3-8B-Instruct,4,human_16,Data visualization,Visualization Accuracy (Visual Similarity),Visualization Quality,0,1,single task (int)
Meta-Llama-3-8B-Instruct,4,human_16,Completion Rate,CR,CR,0.25,0.25,Completion Rate
Meta-Llama-3-8B-Instruct,3,csv_excel_1,Data cleaning and preprocessing,Filter Efficiency,Data Quality Score,Error,0,single task
Meta-Llama-3-8B-Instruct,3,csv_excel_1,Data exploration and statistics understand,Descriptive Statistics Verification,Data Consistency,Error,0,single task
Meta-Llama-3-8B-Instruct,3,csv_excel_1,Completion Rate,CR,CR,0.0,0.0,Completion Rate
Meta-Llama-3-8B-Instruct,7,human_17,Data cleaning and preprocessing,Dataset Completeness,Data Completeness,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,7,human_17,Data mining,Association Rule Count,Association Rule Count,Error,0,single task
Meta-Llama-3-8B-Instruct,7,human_17,Pattern recognition,Rule Analysis Completeness,Completeness,Error,0,single task
Meta-Llama-3-8B-Instruct,7,human_17,Completion Rate,CR,CR,0.16666666666666666,0.16666666666666666,Completion Rate
Meta-Llama-3-8B-Instruct,2,human_17,Data cleaning and preprocessing,Dataset Completeness,Data Completeness,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,2,human_17,Data mining,Association Rule Count,Association Rule Count,Error,0,single task
Meta-Llama-3-8B-Instruct,2,human_17,Pattern recognition,Rule Analysis Completeness,Completeness,Error,0,single task
Meta-Llama-3-8B-Instruct,2,human_17,Completion Rate,CR,CR,0.16666666666666666,0.16666666666666666,Completion Rate
Meta-Llama-3-8B-Instruct,2,human_20,Data cleaning and preprocessing,Completeness of CustomerID Filling,Data Completeness,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,2,human_20,Data cleaning and preprocessing,Percentage of Outlier Removal,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,2,human_20,Data cleaning and preprocessing,Min-Max Normalization Check,Normalization Range Check,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,2,human_20,Data cleaning and preprocessing,TransactionDate Format Verification,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,2,human_20,Data cleaning and preprocessing,One-hot Encoding Completeness,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,2,human_20,Completion Rate,CR,CR,1.0,1.0,Completion Rate
Meta-Llama-3-8B-Instruct,9,human_20,Data cleaning and preprocessing,Completeness of CustomerID Filling,Data Completeness,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,9,human_20,Data cleaning and preprocessing,Percentage of Outlier Removal,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,9,human_20,Data cleaning and preprocessing,Min-Max Normalization Check,Normalization Range Check,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,9,human_20,Data cleaning and preprocessing,TransactionDate Format Verification,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,9,human_20,Data cleaning and preprocessing,One-hot Encoding Completeness,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,9,human_20,Completion Rate,CR,CR,1.0,1.0,Completion Rate
Meta-Llama-3-8B-Instruct,9,human_23,Data cleaning and preprocessing,Mean Absolute Error for Missing Values Handling,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,9,human_23,Data cleaning and preprocessing,Percentage of Data Within Bounds for Outliers Handling,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,9,human_23,Data cleaning and preprocessing,Minimum and Maximum Feature Values Normalization,Normalization Range Check,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,9,human_23,Data cleaning and preprocessing,Date Column Format Verification,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,9,human_23,Data cleaning and preprocessing,One-Hot Encoding Consistency Check,Data Quality Score,Error,0,single task
Meta-Llama-3-8B-Instruct,9,human_23,Completion Rate,CR,CR,0.8,0.8,Completion Rate
Meta-Llama-3-8B-Instruct,1,human_23,Data cleaning and preprocessing,Mean Absolute Error for Missing Values Handling,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,1,human_23,Data cleaning and preprocessing,Percentage of Data Within Bounds for Outliers Handling,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,1,human_23,Data cleaning and preprocessing,Minimum and Maximum Feature Values Normalization,Normalization Range Check,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,1,human_23,Data cleaning and preprocessing,Date Column Format Verification,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,1,human_23,Data cleaning and preprocessing,One-Hot Encoding Consistency Check,Data Quality Score,Error,0,single task
Meta-Llama-3-8B-Instruct,1,human_23,Completion Rate,CR,CR,0.8,0.8,Completion Rate
Meta-Llama-3-8B-Instruct,0,csv_excel_4,Data cleaning and preprocessing,Outlier Detection Rate,Data Quality Score,Error,0,single task
Meta-Llama-3-8B-Instruct,0,csv_excel_4,Data exploration and statistics understand,Mean Squared Error (MSE) for Outlier Replacements,Data Accuracy,Error,0,single task
Meta-Llama-3-8B-Instruct,0,csv_excel_4,Data visualization,Plot Clarity Score (using the difference in means of original vs. smoothed),Visualization Quality,Error,0,single task
Meta-Llama-3-8B-Instruct,0,csv_excel_4,Completion Rate,CR,CR,0.0,0.0,Completion Rate
Meta-Llama-3-8B-Instruct,5,human_24,Data cleaning and preprocessing,Encoding Consistency Check,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,5,human_24,Completion Rate,CR,CR,1.0,1.0,Completion Rate
Meta-Llama-3-8B-Instruct,2,human_24,Data cleaning and preprocessing,Encoding Consistency Check,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,2,human_24,Completion Rate,CR,CR,1.0,1.0,Completion Rate
Meta-Llama-3-8B-Instruct,5,human_22,Data cleaning and preprocessing,CustomerID Missing Value Removal Rate,Data Completeness,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,5,human_22,Data cleaning and preprocessing,One-Hot Encoding Integrity,Data Quality Score,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,5,human_22,Completion Rate,CR,CR,0.75,0.75,Completion Rate
Meta-Llama-3-8B-Instruct,6,human_22,Data cleaning and preprocessing,CustomerID Missing Value Removal Rate,Data Completeness,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,6,human_22,Data cleaning and preprocessing,One-Hot Encoding Integrity,Data Quality Score,Error,0,single task
Meta-Llama-3-8B-Instruct,6,human_22,Completion Rate,CR,CR,0.5,0.5,Completion Rate
Meta-Llama-3-8B-Instruct,5,human_131,Data visualization,Histogram Coverage Ratio,Visualization Completeness,3,2,single task (int)
Meta-Llama-3-8B-Instruct,5,human_131,Data visualization,Bar Plot Completeness Score,Visualization Quality,0,1,single task (int)
Meta-Llama-3-8B-Instruct,5,human_131,Data visualization,Correlation Coefficient,Visualization Quality,Error,0,single task
Meta-Llama-3-8B-Instruct,5,human_131,Data visualization,Pairplot Clustering Coefficient,Visualization Quality,4,2,single task (int)
Meta-Llama-3-8B-Instruct,5,human_131,Completion Rate,CR,CR,0.625,0.625,Completion Rate
Meta-Llama-3-8B-Instruct,3,human_131,Data visualization,Histogram Coverage Ratio,Visualization Completeness,2,1,single task (int)
Meta-Llama-3-8B-Instruct,3,human_131,Data visualization,Bar Plot Completeness Score,Visualization Quality,Error,0,single task
Meta-Llama-3-8B-Instruct,3,human_131,Data visualization,Correlation Coefficient,Visualization Quality,3,2,single task (int)
Meta-Llama-3-8B-Instruct,3,human_131,Data visualization,Pairplot Clustering Coefficient,Visualization Quality,3,2,single task (int)
Meta-Llama-3-8B-Instruct,3,human_131,Completion Rate,CR,CR,0.625,0.625,Completion Rate
Meta-Llama-3-8B-Instruct,7,human_131,Data visualization,Histogram Coverage Ratio,Visualization Completeness,Error,0,single task
Meta-Llama-3-8B-Instruct,7,human_131,Data visualization,Bar Plot Completeness Score,Visualization Quality,Error,0,single task
Meta-Llama-3-8B-Instruct,7,human_131,Data visualization,Correlation Coefficient,Visualization Quality,2,1,single task (int)
Meta-Llama-3-8B-Instruct,7,human_131,Data visualization,Pairplot Clustering Coefficient,Visualization Quality,3,2,single task (int)
Meta-Llama-3-8B-Instruct,7,human_131,Completion Rate,CR,CR,0.375,0.375,Completion Rate
Meta-Llama-3-8B-Instruct,8,human_131,Data visualization,Histogram Coverage Ratio,Visualization Completeness,2,1,single task (int)
Meta-Llama-3-8B-Instruct,8,human_131,Data visualization,Bar Plot Completeness Score,Visualization Quality,3,2,single task (int)
Meta-Llama-3-8B-Instruct,8,human_131,Data visualization,Correlation Coefficient,Visualization Quality,3,2,single task (int)
Meta-Llama-3-8B-Instruct,8,human_131,Data visualization,Pairplot Clustering Coefficient,Visualization Quality,3,2,single task (int)
Meta-Llama-3-8B-Instruct,8,human_131,Completion Rate,CR,CR,0.875,0.875,Completion Rate
Meta-Llama-3-8B-Instruct,6,human_131,Data visualization,Histogram Coverage Ratio,Visualization Completeness,2,1,single task (int)
Meta-Llama-3-8B-Instruct,6,human_131,Data visualization,Bar Plot Completeness Score,Visualization Quality,3,2,single task (int)
Meta-Llama-3-8B-Instruct,6,human_131,Data visualization,Correlation Coefficient,Visualization Quality,2,1,single task (int)
Meta-Llama-3-8B-Instruct,6,human_131,Data visualization,Pairplot Clustering Coefficient,Visualization Quality,3,2,single task (int)
Meta-Llama-3-8B-Instruct,6,human_131,Completion Rate,CR,CR,0.75,0.75,Completion Rate
Meta-Llama-3-8B-Instruct,0,human_131,Data visualization,Histogram Coverage Ratio,Visualization Completeness,0,1,single task (int)
Meta-Llama-3-8B-Instruct,0,human_131,Data visualization,Bar Plot Completeness Score,Visualization Quality,3,2,single task (int)
Meta-Llama-3-8B-Instruct,0,human_131,Data visualization,Correlation Coefficient,Visualization Quality,Error,0,single task
Meta-Llama-3-8B-Instruct,0,human_131,Data visualization,Pairplot Clustering Coefficient,Visualization Quality,3,2,single task (int)
Meta-Llama-3-8B-Instruct,0,human_131,Completion Rate,CR,CR,0.625,0.625,Completion Rate
Meta-Llama-3-8B-Instruct,1,human_131,Data visualization,Histogram Coverage Ratio,Visualization Completeness,0,1,single task (int)
Meta-Llama-3-8B-Instruct,1,human_131,Data visualization,Bar Plot Completeness Score,Visualization Quality,1,1,single task (int)
Meta-Llama-3-8B-Instruct,1,human_131,Data visualization,Correlation Coefficient,Visualization Quality,3,2,single task (int)
Meta-Llama-3-8B-Instruct,1,human_131,Data visualization,Pairplot Clustering Coefficient,Visualization Quality,Error,0,single task
Meta-Llama-3-8B-Instruct,1,human_131,Completion Rate,CR,CR,0.5,0.5,Completion Rate
Meta-Llama-3-8B-Instruct,5,human_141,Data visualization,Histogram Coverage Ratio,Visualization Completeness,0,1,single task (int)
Meta-Llama-3-8B-Instruct,5,human_141,Data visualization,Bar Plot Completeness Score,Visualization Quality,Error,0,single task
Meta-Llama-3-8B-Instruct,5,human_141,Data visualization,Data visualization,Visualization Quality,0,1,single task (int)
Meta-Llama-3-8B-Instruct,5,human_141,Completion Rate,CR,CR,0.3333333333333333,0.3333333333333333,Completion Rate
Meta-Llama-3-8B-Instruct,3,human_7,Data visualization,Visualization Completeness,Visualization Completeness,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,3,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,Error,0,single task
Meta-Llama-3-8B-Instruct,3,human_7,Interpretability and report generation,Report Completeness,Report Completeness,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,3,human_7,Completion Rate,CR,CR,0.3333333333333333,0.3333333333333333,Completion Rate
Meta-Llama-3-8B-Instruct,2,human_7,Data visualization,Visualization Completeness,Visualization Completeness,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,2,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,Error,0,single task
Meta-Llama-3-8B-Instruct,2,human_7,Interpretability and report generation,Report Completeness,Report Completeness,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,2,human_7,Completion Rate,CR,CR,0.3333333333333333,0.3333333333333333,Completion Rate
Meta-Llama-3-8B-Instruct,8,human_7,Data visualization,Visualization Completeness,Visualization Completeness,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,8,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,Error,0,single task
Meta-Llama-3-8B-Instruct,8,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,8,human_7,Completion Rate,CR,CR,0.5,0.5,Completion Rate
Meta-Llama-3-8B-Instruct,7,human_0,Data exploration and statistics understand,Summary Statistics Comparison,Data Consistency,Error,0,single task
Meta-Llama-3-8B-Instruct,7,human_0,Predictive modeling,Model Accuracy,Model Accuracy,Error,0,single task
Meta-Llama-3-8B-Instruct,7,human_0,Completion Rate,CR,CR,0.0,0.0,Completion Rate
Meta-Llama-3-8B-Instruct,3,csv_excel_34,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,3,csv_excel_34,Data visualization,Lorenz Curve Visual Inspection,Visualization Quality,Error,0,single task
Meta-Llama-3-8B-Instruct,3,csv_excel_34,Data exploration and statistics understand,Gini Coefficient Calculation,Data Uniformity,Error,0,single task
Meta-Llama-3-8B-Instruct,3,csv_excel_34,Completion Rate,CR,CR,0.16666666666666666,0.16666666666666666,Completion Rate
Meta-Llama-3-8B-Instruct,7,csv_excel_34,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,7,csv_excel_34,Data visualization,Lorenz Curve Visual Inspection,Visualization Quality,1,1,single task (int)
Meta-Llama-3-8B-Instruct,7,csv_excel_34,Data exploration and statistics understand,Gini Coefficient Calculation,Data Uniformity,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,7,csv_excel_34,Completion Rate,CR,CR,0.5,0.5,Completion Rate
Meta-Llama-3-8B-Instruct,6,csv_excel_34,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,6,csv_excel_34,Data visualization,Lorenz Curve Visual Inspection,Visualization Quality,Error,0,single task
Meta-Llama-3-8B-Instruct,6,csv_excel_34,Data exploration and statistics understand,Gini Coefficient Calculation,Data Uniformity,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,6,csv_excel_34,Completion Rate,CR,CR,0.3333333333333333,0.3333333333333333,Completion Rate
Meta-Llama-3-8B-Instruct,0,csv_excel_34,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,0,csv_excel_34,Data visualization,Lorenz Curve Visual Inspection,Visualization Quality,Error,0,single task
Meta-Llama-3-8B-Instruct,0,csv_excel_34,Data exploration and statistics understand,Gini Coefficient Calculation,Data Uniformity,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,0,csv_excel_34,Completion Rate,CR,CR,0.3333333333333333,0.3333333333333333,Completion Rate
Meta-Llama-3-8B-Instruct,1,csv_excel_34,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,1,csv_excel_34,Data visualization,Lorenz Curve Visual Inspection,Visualization Quality,Error,0,single task
Meta-Llama-3-8B-Instruct,1,csv_excel_34,Data exploration and statistics understand,Gini Coefficient Calculation,Data Uniformity,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,1,csv_excel_34,Completion Rate,CR,CR,0.3333333333333333,0.3333333333333333,Completion Rate
Meta-Llama-3-8B-Instruct,3,csv_excel_41,Data cleaning and preprocessing,Proportion of Missing Values,Data Completeness,Error,0,single task
Meta-Llama-3-8B-Instruct,3,csv_excel_41,Data cleaning and preprocessing,Mean Absolute Error for Weight Imputation,Data Quality Score,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,3,csv_excel_41,Completion Rate,CR,CR,0.25,0.25,Completion Rate
Meta-Llama-3-8B-Instruct,2,csv_excel_41,Data cleaning and preprocessing,Proportion of Missing Values,Data Completeness,Error,0,single task
Meta-Llama-3-8B-Instruct,2,csv_excel_41,Data cleaning and preprocessing,Mean Absolute Error for Weight Imputation,Data Quality Score,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,2,csv_excel_41,Completion Rate,CR,CR,0.25,0.25,Completion Rate
Meta-Llama-3-8B-Instruct,9,csv_excel_41,Data cleaning and preprocessing,Proportion of Missing Values,Data Completeness,Error,0,single task
Meta-Llama-3-8B-Instruct,9,csv_excel_41,Data cleaning and preprocessing,Mean Absolute Error for Weight Imputation,Data Quality Score,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,9,csv_excel_41,Completion Rate,CR,CR,0.25,0.25,Completion Rate
Meta-Llama-3-8B-Instruct,1,csv_excel_41,Data cleaning and preprocessing,Proportion of Missing Values,Data Completeness,Error,0,single task
Meta-Llama-3-8B-Instruct,1,csv_excel_41,Data cleaning and preprocessing,Mean Absolute Error for Weight Imputation,Data Quality Score,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,1,csv_excel_41,Completion Rate,CR,CR,0.25,0.25,Completion Rate
Meta-Llama-3-8B-Instruct,5,csv_excel_30,Data cleaning and preprocessing,Data Quality - Missing Values Percentage,Data Completeness,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,5,csv_excel_30,Data exploration and statistics understand,Data Accuracy,Data Accuracy,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,5,csv_excel_30,Interpretability and report generation,Report Completeness Score,Report Completeness,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,5,csv_excel_30,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
Meta-Llama-3-8B-Instruct,3,csv_excel_30,Data cleaning and preprocessing,Data Quality - Missing Values Percentage,Data Completeness,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,3,csv_excel_30,Data exploration and statistics understand,Data Accuracy,Data Accuracy,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,3,csv_excel_30,Interpretability and report generation,Report Completeness Score,Report Completeness,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,3,csv_excel_30,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
Meta-Llama-3-8B-Instruct,8,csv_excel_30,Data cleaning and preprocessing,Data Quality - Missing Values Percentage,Data Completeness,Error,0,single task
Meta-Llama-3-8B-Instruct,8,csv_excel_30,Data exploration and statistics understand,Data Accuracy,Data Accuracy,Error,0,single task
Meta-Llama-3-8B-Instruct,8,csv_excel_30,Interpretability and report generation,Report Completeness Score,Report Completeness,Error,0,single task
Meta-Llama-3-8B-Instruct,8,csv_excel_30,Completion Rate,CR,CR,0.0,0.0,Completion Rate
Meta-Llama-3-8B-Instruct,9,csv_excel_30,Data cleaning and preprocessing,Data Quality - Missing Values Percentage,Data Completeness,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,9,csv_excel_30,Data exploration and statistics understand,Data Accuracy,Data Accuracy,False,1,single task (bool)
Meta-Llama-3-8B-Instruct,9,csv_excel_30,Interpretability and report generation,Report Completeness Score,Report Completeness,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,9,csv_excel_30,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
Meta-Llama-3-8B-Instruct,0,csv_excel_30,Data cleaning and preprocessing,Data Quality - Missing Values Percentage,Data Completeness,Error,0,single task
Meta-Llama-3-8B-Instruct,0,csv_excel_30,Data exploration and statistics understand,Data Accuracy,Data Accuracy,Error,0,single task
Meta-Llama-3-8B-Instruct,0,csv_excel_30,Interpretability and report generation,Report Completeness Score,Report Completeness,Error,0,single task
Meta-Llama-3-8B-Instruct,0,csv_excel_30,Completion Rate,CR,CR,0.0,0.0,Completion Rate
Meta-Llama-3-8B-Instruct,3,csv_excel_2,Data exploration and statistics understand,Analysis Completeness,Data Integrity,Error,0,single task
Meta-Llama-3-8B-Instruct,3,csv_excel_2,Data cleaning and preprocessing,Outlier Removal Rate,Data Quality Score,True,2,single task (bool)
Meta-Llama-3-8B-Instruct,3,csv_excel_2,Data exploration and statistics understand,Spectral Image Clarity,Data Validity,Error,0,single task
Meta-Llama-3-8B-Instruct,3,csv_excel_2,Predictive modeling,Model Accuracy,Model Accuracy,Error,0,single task
Meta-Llama-3-8B-Instruct,3,csv_excel_2,Completion Rate,CR,CR,0.25,0.25,Completion Rate
