model_name,run_id,data_name,task_name,metric_name,function_name,result_value,result_cr,result_type
gemma-2-9b-it,6,human_8,Data mining,Clustering Silhouette Score,Silhouette Score,Error,0,single task
gemma-2-9b-it,6,human_8,Pattern recognition,Association Rule Strength (Lift),Pattern Recognition Validity,Error,0,single task
gemma-2-9b-it,6,human_8,Data visualization,Feature Importance Scores,Plot Validity,Error,0,single task
gemma-2-9b-it,6,human_8,Interpretability and report generation,Report Completeness,Report Completeness,False,1,single task (bool)
gemma-2-9b-it,6,human_8,Completion Rate,CR,CR,0.1,0.1,Completion Rate
gemma-2-9b-it,5,human_12,Data cleaning and preprocessing,Percentage of Missing Values,Data Completeness,True,2,single task (bool)
gemma-2-9b-it,5,human_12,Predictive modeling,Model Accuracy,Model Accuracy,Error,0,single task
gemma-2-9b-it,5,human_12,Data mining,Silhouette Score,Clustering Validity,Error,0,single task
gemma-2-9b-it,5,human_12,Interpretability and report generation,Report Completeness,Report Completeness,False,1,single task (bool)
gemma-2-9b-it,5,human_12,Completion Rate,CR,CR,0.375,0.375,Completion Rate
gemma-2-9b-it,9,human_12,Data cleaning and preprocessing,Percentage of Missing Values,Data Completeness,Error,0,single task
gemma-2-9b-it,9,human_12,Predictive modeling,Model Accuracy,Model Accuracy,Error,0,single task
gemma-2-9b-it,9,human_12,Data mining,Silhouette Score,Clustering Validity,Error,0,single task
gemma-2-9b-it,9,human_12,Interpretability and report generation,Report Completeness,Report Completeness,False,1,single task (bool)
gemma-2-9b-it,9,human_12,Completion Rate,CR,CR,0.125,0.125,Completion Rate
gemma-2-9b-it,0,human_5,Data exploration and statistics understand,Feature Selection Impact,Data Validity,Error,0,single task
gemma-2-9b-it,0,human_5,Predictive modeling,Model Accuracy,Model Accuracy,Error,0,single task
gemma-2-9b-it,0,human_5,Predictive modeling,F1 Score,Model Accuracy,Error,0,single task
gemma-2-9b-it,0,human_5,Interpretability and report generation,Report Completeness Score,Report Completeness,0,1,single task (int)
gemma-2-9b-it,0,human_5,Completion Rate,CR,CR,0.125,0.125,Completion Rate
gemma-2-9b-it,8,human_5,Data exploration and statistics understand,Feature Selection Impact,Data Validity,Error,0,single task
gemma-2-9b-it,8,human_5,Predictive modeling,Model Accuracy,Model Accuracy,Error,0,single task
gemma-2-9b-it,8,human_5,Predictive modeling,F1 Score,Model Accuracy,Error,0,single task
gemma-2-9b-it,8,human_5,Interpretability and report generation,Report Completeness Score,Report Completeness,0,1,single task (int)
gemma-2-9b-it,8,human_5,Completion Rate,CR,CR,0.125,0.125,Completion Rate
gemma-2-9b-it,3,human_5,Data exploration and statistics understand,Feature Selection Impact,Data Validity,False,1,single task (bool)
gemma-2-9b-it,3,human_5,Predictive modeling,Model Accuracy,Model Accuracy,Error,0,single task
gemma-2-9b-it,3,human_5,Predictive modeling,F1 Score,Model Accuracy,Error,0,single task
gemma-2-9b-it,3,human_5,Interpretability and report generation,Report Completeness Score,Report Completeness,0,1,single task (int)
gemma-2-9b-it,3,human_5,Completion Rate,CR,CR,0.25,0.25,Completion Rate
gemma-2-9b-it,1,human_5,Data exploration and statistics understand,Feature Selection Impact,Data Validity,False,1,single task (bool)
gemma-2-9b-it,1,human_5,Predictive modeling,Model Accuracy,Model Accuracy,Error,0,single task
gemma-2-9b-it,1,human_5,Predictive modeling,F1 Score,Model Accuracy,Error,0,single task
gemma-2-9b-it,1,human_5,Interpretability and report generation,Report Completeness Score,Report Completeness,0,1,single task (int)
gemma-2-9b-it,1,human_5,Completion Rate,CR,CR,0.25,0.25,Completion Rate
gemma-2-9b-it,4,human_5,Data exploration and statistics understand,Feature Selection Impact,Data Validity,True,2,single task (bool)
gemma-2-9b-it,4,human_5,Predictive modeling,Model Accuracy,Model Accuracy,Error,0,single task
gemma-2-9b-it,4,human_5,Predictive modeling,F1 Score,Model Accuracy,Error,0,single task
gemma-2-9b-it,4,human_5,Interpretability and report generation,Report Completeness Score,Report Completeness,0,1,single task (int)
gemma-2-9b-it,4,human_5,Completion Rate,CR,CR,0.375,0.375,Completion Rate
gemma-2-9b-it,2,human_5,Data exploration and statistics understand,Feature Selection Impact,Data Validity,False,1,single task (bool)
gemma-2-9b-it,2,human_5,Predictive modeling,Model Accuracy,Model Accuracy,Error,0,single task
gemma-2-9b-it,2,human_5,Predictive modeling,F1 Score,Model Accuracy,Error,0,single task
gemma-2-9b-it,2,human_5,Interpretability and report generation,Report Completeness Score,Report Completeness,0,1,single task (int)
gemma-2-9b-it,2,human_5,Completion Rate,CR,CR,0.25,0.25,Completion Rate
gemma-2-9b-it,5,human_5,Data exploration and statistics understand,Feature Selection Impact,Data Validity,False,1,single task (bool)
gemma-2-9b-it,5,human_5,Predictive modeling,Model Accuracy,Model Accuracy,Error,0,single task
gemma-2-9b-it,5,human_5,Predictive modeling,F1 Score,Model Accuracy,Error,0,single task
gemma-2-9b-it,5,human_5,Interpretability and report generation,Report Completeness Score,Report Completeness,0,1,single task (int)
gemma-2-9b-it,5,human_5,Completion Rate,CR,CR,0.25,0.25,Completion Rate
gemma-2-9b-it,0,human_3,Data cleaning and preprocessing,Column Integrity Check,Data Quality Score,True,2,single task (bool)
gemma-2-9b-it,0,human_3,Data exploration and statistics understand,Row Count Comparison,Data Consistency,True,2,single task (bool)
gemma-2-9b-it,0,human_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,8,human_3,Data cleaning and preprocessing,Column Integrity Check,Data Quality Score,True,2,single task (bool)
gemma-2-9b-it,8,human_3,Data exploration and statistics understand,Row Count Comparison,Data Consistency,True,2,single task (bool)
gemma-2-9b-it,8,human_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,3,human_3,Data cleaning and preprocessing,Column Integrity Check,Data Quality Score,True,2,single task (bool)
gemma-2-9b-it,3,human_3,Data exploration and statistics understand,Row Count Comparison,Data Consistency,True,2,single task (bool)
gemma-2-9b-it,3,human_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,1,human_3,Data cleaning and preprocessing,Column Integrity Check,Data Quality Score,True,2,single task (bool)
gemma-2-9b-it,1,human_3,Data exploration and statistics understand,Row Count Comparison,Data Consistency,True,2,single task (bool)
gemma-2-9b-it,1,human_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,7,human_3,Data cleaning and preprocessing,Column Integrity Check,Data Quality Score,False,1,single task (bool)
gemma-2-9b-it,7,human_3,Data exploration and statistics understand,Row Count Comparison,Data Consistency,True,2,single task (bool)
gemma-2-9b-it,7,human_3,Completion Rate,CR,CR,0.75,0.75,Completion Rate
gemma-2-9b-it,4,human_3,Data cleaning and preprocessing,Column Integrity Check,Data Quality Score,True,2,single task (bool)
gemma-2-9b-it,4,human_3,Data exploration and statistics understand,Row Count Comparison,Data Consistency,True,2,single task (bool)
gemma-2-9b-it,4,human_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,2,human_3,Data cleaning and preprocessing,Column Integrity Check,Data Quality Score,Error,0,single task
gemma-2-9b-it,2,human_3,Data exploration and statistics understand,Row Count Comparison,Data Consistency,Error,0,single task
gemma-2-9b-it,2,human_3,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,6,human_3,Data cleaning and preprocessing,Column Integrity Check,Data Quality Score,False,1,single task (bool)
gemma-2-9b-it,6,human_3,Data exploration and statistics understand,Row Count Comparison,Data Consistency,True,2,single task (bool)
gemma-2-9b-it,6,human_3,Completion Rate,CR,CR,0.75,0.75,Completion Rate
gemma-2-9b-it,5,human_3,Data cleaning and preprocessing,Column Integrity Check,Data Quality Score,True,2,single task (bool)
gemma-2-9b-it,5,human_3,Data exploration and statistics understand,Row Count Comparison,Data Consistency,True,2,single task (bool)
gemma-2-9b-it,5,human_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,9,human_3,Data cleaning and preprocessing,Column Integrity Check,Data Quality Score,True,2,single task (bool)
gemma-2-9b-it,9,human_3,Data exploration and statistics understand,Row Count Comparison,Data Consistency,True,2,single task (bool)
gemma-2-9b-it,9,human_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,8,human_15,Data visualization,Bar Chart Color Consistency,Visualization Quality,2,1,single task (int)
gemma-2-9b-it,8,human_15,Data visualization,Line Chart Line Style Consistency,Visualization Quality,Error,0,single task
gemma-2-9b-it,8,human_15,Data visualization,Scatter Chart Point Properties,Visualization Quality,Error,0,single task
gemma-2-9b-it,8,human_15,Completion Rate,CR,CR,0.16666666666666666,0.16666666666666666,Completion Rate
gemma-2-9b-it,1,human_15,Data visualization,Bar Chart Color Consistency,Visualization Quality,2,1,single task (int)
gemma-2-9b-it,1,human_15,Data visualization,Line Chart Line Style Consistency,Visualization Quality,Error,0,single task
gemma-2-9b-it,1,human_15,Data visualization,Scatter Chart Point Properties,Visualization Quality,Error,0,single task
gemma-2-9b-it,1,human_15,Completion Rate,CR,CR,0.16666666666666666,0.16666666666666666,Completion Rate
gemma-2-9b-it,7,human_15,Data visualization,Bar Chart Color Consistency,Visualization Quality,3,2,single task (int)
gemma-2-9b-it,7,human_15,Data visualization,Line Chart Line Style Consistency,Visualization Quality,0,1,single task (int)
gemma-2-9b-it,7,human_15,Data visualization,Scatter Chart Point Properties,Visualization Quality,Error,0,single task
gemma-2-9b-it,7,human_15,Completion Rate,CR,CR,0.5,0.5,Completion Rate
gemma-2-9b-it,4,human_15,Data visualization,Bar Chart Color Consistency,Visualization Quality,Error,0,single task
gemma-2-9b-it,4,human_15,Data visualization,Line Chart Line Style Consistency,Visualization Quality,Error,0,single task
gemma-2-9b-it,4,human_15,Data visualization,Scatter Chart Point Properties,Visualization Quality,Error,0,single task
gemma-2-9b-it,4,human_15,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,2,human_15,Data visualization,Bar Chart Color Consistency,Visualization Quality,3,2,single task (int)
gemma-2-9b-it,2,human_15,Data visualization,Line Chart Line Style Consistency,Visualization Quality,1,1,single task (int)
gemma-2-9b-it,2,human_15,Data visualization,Scatter Chart Point Properties,Visualization Quality,Error,0,single task
gemma-2-9b-it,2,human_15,Completion Rate,CR,CR,0.5,0.5,Completion Rate
gemma-2-9b-it,6,human_15,Data visualization,Bar Chart Color Consistency,Visualization Quality,3,2,single task (int)
gemma-2-9b-it,6,human_15,Data visualization,Line Chart Line Style Consistency,Visualization Quality,0,1,single task (int)
gemma-2-9b-it,6,human_15,Data visualization,Scatter Chart Point Properties,Visualization Quality,Error,0,single task
gemma-2-9b-it,6,human_15,Completion Rate,CR,CR,0.5,0.5,Completion Rate
gemma-2-9b-it,5,human_15,Data visualization,Bar Chart Color Consistency,Visualization Quality,Error,0,single task
gemma-2-9b-it,5,human_15,Data visualization,Line Chart Line Style Consistency,Visualization Quality,Error,0,single task
gemma-2-9b-it,5,human_15,Data visualization,Scatter Chart Point Properties,Visualization Quality,Error,0,single task
gemma-2-9b-it,5,human_15,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,9,human_15,Data visualization,Bar Chart Color Consistency,Visualization Quality,1,1,single task (int)
gemma-2-9b-it,9,human_15,Data visualization,Line Chart Line Style Consistency,Visualization Quality,0,1,single task (int)
gemma-2-9b-it,9,human_15,Data visualization,Scatter Chart Point Properties,Visualization Quality,Error,0,single task
gemma-2-9b-it,9,human_15,Completion Rate,CR,CR,0.3333333333333333,0.3333333333333333,Completion Rate
gemma-2-9b-it,8,csv_excel_0,Data cleaning and preprocessing,Data Completeness Ratio,Data Completeness,True,2,single task (bool)
gemma-2-9b-it,8,csv_excel_0,Data visualization,Visualization Quality Score,Visualization Quality,False,1,single task (bool)
gemma-2-9b-it,8,csv_excel_0,Interpretability and report generation,Report Completeness Score,Report Completeness,True,2,single task (bool)
gemma-2-9b-it,8,csv_excel_0,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
gemma-2-9b-it,3,csv_excel_0,Data cleaning and preprocessing,Data Completeness Ratio,Data Completeness,False,1,single task (bool)
gemma-2-9b-it,3,csv_excel_0,Data visualization,Visualization Quality Score,Visualization Quality,False,1,single task (bool)
gemma-2-9b-it,3,csv_excel_0,Interpretability and report generation,Report Completeness Score,Report Completeness,False,1,single task (bool)
gemma-2-9b-it,3,csv_excel_0,Completion Rate,CR,CR,0.5,0.5,Completion Rate
gemma-2-9b-it,6,csv_excel_0,Data cleaning and preprocessing,Data Completeness Ratio,Data Completeness,Error,0,single task
gemma-2-9b-it,6,csv_excel_0,Data visualization,Visualization Quality Score,Visualization Quality,Error,0,single task
gemma-2-9b-it,6,csv_excel_0,Interpretability and report generation,Report Completeness Score,Report Completeness,Error,0,single task
gemma-2-9b-it,6,csv_excel_0,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,0,csv_excel_3,Data cleaning and preprocessing,Data Completeness,Data Completeness,True,2,single task (bool)
gemma-2-9b-it,0,csv_excel_3,Data exploration and statistics understand,Descriptive Statistics Accuracy,Data Accuracy,Error,0,single task
gemma-2-9b-it,0,csv_excel_3,Interpretability and report generation,Report Coherency,Report Quality,False,1,single task (bool)
gemma-2-9b-it,0,csv_excel_3,Completion Rate,CR,CR,0.5,0.5,Completion Rate
gemma-2-9b-it,3,csv_excel_3,Data cleaning and preprocessing,Data Completeness,Data Completeness,True,2,single task (bool)
gemma-2-9b-it,3,csv_excel_3,Data exploration and statistics understand,Descriptive Statistics Accuracy,Data Accuracy,True,2,single task (bool)
gemma-2-9b-it,3,csv_excel_3,Interpretability and report generation,Report Coherency,Report Quality,True,2,single task (bool)
gemma-2-9b-it,3,csv_excel_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,7,csv_excel_3,Data cleaning and preprocessing,Data Completeness,Data Completeness,True,2,single task (bool)
gemma-2-9b-it,7,csv_excel_3,Data exploration and statistics understand,Descriptive Statistics Accuracy,Data Accuracy,True,2,single task (bool)
gemma-2-9b-it,7,csv_excel_3,Interpretability and report generation,Report Coherency,Report Quality,True,2,single task (bool)
gemma-2-9b-it,7,csv_excel_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,4,csv_excel_3,Data cleaning and preprocessing,Data Completeness,Data Completeness,True,2,single task (bool)
gemma-2-9b-it,4,csv_excel_3,Data exploration and statistics understand,Descriptive Statistics Accuracy,Data Accuracy,True,2,single task (bool)
gemma-2-9b-it,4,csv_excel_3,Interpretability and report generation,Report Coherency,Report Quality,True,2,single task (bool)
gemma-2-9b-it,4,csv_excel_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,2,csv_excel_3,Data cleaning and preprocessing,Data Completeness,Data Completeness,True,2,single task (bool)
gemma-2-9b-it,2,csv_excel_3,Data exploration and statistics understand,Descriptive Statistics Accuracy,Data Accuracy,Error,0,single task
gemma-2-9b-it,2,csv_excel_3,Interpretability and report generation,Report Coherency,Report Quality,False,1,single task (bool)
gemma-2-9b-it,2,csv_excel_3,Completion Rate,CR,CR,0.5,0.5,Completion Rate
gemma-2-9b-it,6,csv_excel_3,Data cleaning and preprocessing,Data Completeness,Data Completeness,True,2,single task (bool)
gemma-2-9b-it,6,csv_excel_3,Data exploration and statistics understand,Descriptive Statistics Accuracy,Data Accuracy,Error,0,single task
gemma-2-9b-it,6,csv_excel_3,Interpretability and report generation,Report Coherency,Report Quality,False,1,single task (bool)
gemma-2-9b-it,6,csv_excel_3,Completion Rate,CR,CR,0.5,0.5,Completion Rate
gemma-2-9b-it,5,csv_excel_3,Data cleaning and preprocessing,Data Completeness,Data Completeness,True,2,single task (bool)
gemma-2-9b-it,5,csv_excel_3,Data exploration and statistics understand,Descriptive Statistics Accuracy,Data Accuracy,True,2,single task (bool)
gemma-2-9b-it,5,csv_excel_3,Interpretability and report generation,Report Coherency,Report Quality,True,2,single task (bool)
gemma-2-9b-it,5,csv_excel_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,9,csv_excel_3,Data cleaning and preprocessing,Data Completeness,Data Completeness,True,2,single task (bool)
gemma-2-9b-it,9,csv_excel_3,Data exploration and statistics understand,Descriptive Statistics Accuracy,Data Accuracy,True,2,single task (bool)
gemma-2-9b-it,9,csv_excel_3,Interpretability and report generation,Report Coherency,Report Quality,True,2,single task (bool)
gemma-2-9b-it,9,csv_excel_3,Completion Rate,CR,CR,1.0,1.0,Completion Rate
gemma-2-9b-it,3,human_16,Pattern recognition,Clustering Quality (Silhouette Score),Silhouette Score,Error,0,single task
gemma-2-9b-it,3,human_16,Data visualization,Visualization Accuracy (Visual Similarity),Visualization Quality,1,1,single task (int)
gemma-2-9b-it,3,human_16,Completion Rate,CR,CR,0.25,0.25,Completion Rate
gemma-2-9b-it,1,human_16,Pattern recognition,Clustering Quality (Silhouette Score),Silhouette Score,Error,0,single task
gemma-2-9b-it,1,human_16,Data visualization,Visualization Accuracy (Visual Similarity),Visualization Quality,3,2,single task (int)
gemma-2-9b-it,1,human_16,Completion Rate,CR,CR,0.5,0.5,Completion Rate
gemma-2-9b-it,4,human_16,Pattern recognition,Clustering Quality (Silhouette Score),Silhouette Score,Error,0,single task
gemma-2-9b-it,4,human_16,Data visualization,Visualization Accuracy (Visual Similarity),Visualization Quality,2,1,single task (int)
gemma-2-9b-it,4,human_16,Completion Rate,CR,CR,0.25,0.25,Completion Rate
gemma-2-9b-it,2,human_16,Pattern recognition,Clustering Quality (Silhouette Score),Silhouette Score,Error,0,single task
gemma-2-9b-it,2,human_16,Data visualization,Visualization Accuracy (Visual Similarity),Visualization Quality,2,1,single task (int)
gemma-2-9b-it,2,human_16,Completion Rate,CR,CR,0.25,0.25,Completion Rate
gemma-2-9b-it,5,human_16,Pattern recognition,Clustering Quality (Silhouette Score),Silhouette Score,Error,0,single task
gemma-2-9b-it,5,human_16,Data visualization,Visualization Accuracy (Visual Similarity),Visualization Quality,Error,0,single task
gemma-2-9b-it,5,human_16,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,9,human_16,Pattern recognition,Clustering Quality (Silhouette Score),Silhouette Score,Error,0,single task
gemma-2-9b-it,9,human_16,Data visualization,Visualization Accuracy (Visual Similarity),Visualization Quality,Error,0,single task
gemma-2-9b-it,9,human_16,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,0,dl_6,Data cleaning and preprocessing,Data Cleaning Accuracy,Data Cleaning Completeness,False,1,single task (bool)
gemma-2-9b-it,0,dl_6,Data exploration and statistics understand,Basic Statistical Analysis Completeness,Data Integrity,Error,0,single task
gemma-2-9b-it,0,dl_6,Data mining,Clustering Validity,Clustering Validity,Error,0,single task
gemma-2-9b-it,0,dl_6,Completion Rate,CR,CR,0.16666666666666666,0.16666666666666666,Completion Rate
gemma-2-9b-it,8,dl_6,Data cleaning and preprocessing,Data Cleaning Accuracy,Data Cleaning Completeness,Error,0,single task
gemma-2-9b-it,8,dl_6,Data exploration and statistics understand,Basic Statistical Analysis Completeness,Data Integrity,Error,0,single task
gemma-2-9b-it,8,dl_6,Data mining,Clustering Validity,Clustering Validity,Error,0,single task
gemma-2-9b-it,8,dl_6,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,1,dl_6,Data cleaning and preprocessing,Data Cleaning Accuracy,Data Cleaning Completeness,False,1,single task (bool)
gemma-2-9b-it,1,dl_6,Data exploration and statistics understand,Basic Statistical Analysis Completeness,Data Integrity,Error,0,single task
gemma-2-9b-it,1,dl_6,Data mining,Clustering Validity,Clustering Validity,Error,0,single task
gemma-2-9b-it,1,dl_6,Completion Rate,CR,CR,0.16666666666666666,0.16666666666666666,Completion Rate
gemma-2-9b-it,7,dl_6,Data cleaning and preprocessing,Data Cleaning Accuracy,Data Cleaning Completeness,Error,0,single task
gemma-2-9b-it,7,dl_6,Data exploration and statistics understand,Basic Statistical Analysis Completeness,Data Integrity,Error,0,single task
gemma-2-9b-it,7,dl_6,Data mining,Clustering Validity,Clustering Validity,Error,0,single task
gemma-2-9b-it,7,dl_6,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,4,dl_6,Data cleaning and preprocessing,Data Cleaning Accuracy,Data Cleaning Completeness,Error,0,single task
gemma-2-9b-it,4,dl_6,Data exploration and statistics understand,Basic Statistical Analysis Completeness,Data Integrity,Error,0,single task
gemma-2-9b-it,4,dl_6,Data mining,Clustering Validity,Clustering Validity,Error,0,single task
gemma-2-9b-it,4,dl_6,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,2,dl_6,Data cleaning and preprocessing,Data Cleaning Accuracy,Data Cleaning Completeness,Error,0,single task
gemma-2-9b-it,2,dl_6,Data exploration and statistics understand,Basic Statistical Analysis Completeness,Data Integrity,Error,0,single task
gemma-2-9b-it,2,dl_6,Data mining,Clustering Validity,Clustering Validity,Error,0,single task
gemma-2-9b-it,2,dl_6,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,6,dl_6,Data cleaning and preprocessing,Data Cleaning Accuracy,Data Cleaning Completeness,Error,0,single task
gemma-2-9b-it,6,dl_6,Data exploration and statistics understand,Basic Statistical Analysis Completeness,Data Integrity,Error,0,single task
gemma-2-9b-it,6,dl_6,Data mining,Clustering Validity,Clustering Validity,Error,0,single task
gemma-2-9b-it,6,dl_6,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,5,dl_6,Data cleaning and preprocessing,Data Cleaning Accuracy,Data Cleaning Completeness,Error,0,single task
gemma-2-9b-it,5,dl_6,Data exploration and statistics understand,Basic Statistical Analysis Completeness,Data Integrity,Error,0,single task
gemma-2-9b-it,5,dl_6,Data mining,Clustering Validity,Clustering Validity,Error,0,single task
gemma-2-9b-it,5,dl_6,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,3,human_11,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,False,1,single task (bool)
gemma-2-9b-it,3,human_11,Data exploration and statistics understand,Summary Statistics Accuracy,Data Accuracy,False,1,single task (bool)
gemma-2-9b-it,3,human_11,Data visualization,Visualization Completeness,Visualization Completeness,False,1,single task (bool)
gemma-2-9b-it,3,human_11,Data visualization,Correlation Coefficient,Visualization Quality,Error,0,single task
gemma-2-9b-it,3,human_11,Completion Rate,CR,CR,0.375,0.375,Completion Rate
gemma-2-9b-it,1,human_11,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,False,1,single task (bool)
gemma-2-9b-it,1,human_11,Data exploration and statistics understand,Summary Statistics Accuracy,Data Accuracy,False,1,single task (bool)
gemma-2-9b-it,1,human_11,Data visualization,Visualization Completeness,Visualization Completeness,True,2,single task (bool)
gemma-2-9b-it,1,human_11,Data visualization,Correlation Coefficient,Visualization Quality,0,1,single task (int)
gemma-2-9b-it,1,human_11,Completion Rate,CR,CR,0.625,0.625,Completion Rate
gemma-2-9b-it,7,human_11,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,False,1,single task (bool)
gemma-2-9b-it,7,human_11,Data exploration and statistics understand,Summary Statistics Accuracy,Data Accuracy,False,1,single task (bool)
gemma-2-9b-it,7,human_11,Data visualization,Visualization Completeness,Visualization Completeness,False,1,single task (bool)
gemma-2-9b-it,7,human_11,Data visualization,Correlation Coefficient,Visualization Quality,Error,0,single task
gemma-2-9b-it,7,human_11,Completion Rate,CR,CR,0.375,0.375,Completion Rate
gemma-2-9b-it,4,human_11,Data cleaning and preprocessing,Data Quality Score,Data Quality Score,False,1,single task (bool)
gemma-2-9b-it,4,human_11,Data exploration and statistics understand,Summary Statistics Accuracy,Data Accuracy,False,1,single task (bool)
gemma-2-9b-it,4,human_11,Data visualization,Visualization Completeness,Visualization Completeness,False,1,single task (bool)
gemma-2-9b-it,4,human_11,Data visualization,Correlation Coefficient,Visualization Quality,Error,0,single task
gemma-2-9b-it,4,human_11,Completion Rate,CR,CR,0.375,0.375,Completion Rate
gemma-2-9b-it,5,csv_excel_10,Interpretability and report generation,Report Quality (Content Accuracy),Report Quality,Error,0,single task
gemma-2-9b-it,5,csv_excel_10,Completion Rate,CR,CR,0.0,0.0,Completion Rate
gemma-2-9b-it,8,csv_excel_1,Data cleaning and preprocessing,Filter Efficiency,Data Quality Score,False,1,single task (bool)
gemma-2-9b-it,8,csv_excel_1,Data exploration and statistics understand,Descriptive Statistics Verification,Data Consistency,False,1,single task (bool)
